Gene	name2	Chr	Strand	fit_value	Predicted_Proximal_APA	Loci	A_1_long_exp	A_1_short_exp	A_1_PDUI	A_2_long_exp	A_2_short_exp	A_2_PDUI	A_3_long_exp	A_3_short_exp	A_3_PDUI	A_4_long_exp	A_4_short_exp	A_4_PDUI	A_5_long_exp	A_5_short_exp	A_5_PDUI	A_6_long_exp	A_6_short_exp	A_6_PDUI	A_7_long_exp	A_7_short_exp	A_7_PDUI	A_8_long_exp	A_8_short_exp	A_8_PDUI	A_9_long_exp	A_9_short_exp	A_9_PDUI	A_10_long_exp	A_10_short_exp	A_10_PDUI	A_11_long_exp	A_11_short_exp	A_11_PDUI	A_12_long_exp	A_12_short_exp	A_12_PDUI	A_13_long_exp	A_13_short_exp	A_13_PDUI	A_14_long_exp	A_14_short_exp	A_14_PDUI	A_15_long_exp	A_15_short_exp	A_15_PDUI	A_16_long_exp	A_16_short_exp	A_16_PDUI	A_17_long_exp	A_17_short_exp	A_17_PDUI	A_18_long_exp	A_18_short_exp	A_18_PDUI	B_1_long_exp	B_1_short_exp	B_1_PDUI	B_2_long_exp	B_2_short_exp	B_2_PDUI	B_3_long_exp	B_3_short_exp	B_3_PDUI	B_4_long_exp	B_4_short_exp	B_4_PDUI	B_5_long_exp	B_5_short_exp	B_5_PDUI	B_6_long_exp	B_6_short_exp	B_6_PDUI	B_7_long_exp	B_7_short_exp	B_7_PDUI	B_8_long_exp	B_8_short_exp	B_8_PDUI	B_9_long_exp	B_9_short_exp	B_9_PDUI	B_10_long_exp	B_10_short_exp	B_10_PDUI	Group_A_Mean_PDUI	Group_B_Mean_PDUI	PDUI_Group_diff	P_val	adjusted.P_val	Pass_Filter
NM_001267724.1	Asb13	chr13	+	963.1	3651010	chr13:3650180-3651779	26.94	11.36	0.7	43.77	30.54	0.59	39.14	11.05	0.78	23.07	16.08	0.59	NA	NA	NA	221.92	161.99	0.58	142.51	84.12	0.63	50.37	41.72	0.55	119.79	70.19	0.63	106.98	19.72	0.84	187.26	125.47	0.6	195.81	113.11	0.63	NA	NA	NA	NA	NA	NA	NA	NA	NA	84.85	74.08	0.53	19.11	12.66	0.6	229.49	224.05	0.51	22.85	26.62	0.46	136.02	65.87	0.67	NA	NA	NA	NA	NA	NA	NA	NA	NA	29.31	27.54	0.52	99.74	90.14	0.53	53.61	24.59	0.69	114.08	83.09	0.58	67.89	63.73	0.52	0.625714286	0.567142857	0.058571429	0.724962033	1	N
NM_008112.4	Gdi2	chr13	+	53777.6	3565683	chr13:3564996-3566035	94.64	78.22	0.55	141.01	188.62	0.43	81.45	152.84	0.35	64.93	101.19	0.39	29	42.37	0.41	839.25	1118.25	0.43	434.75	544.33	0.44	144.2	174.24	0.45	356.79	454.13	0.44	162.6	376.33	0.3	503.63	697.56	0.42	445.38	709.13	0.39	34.04	53.52	0.39	NA	NA	NA	13.98	25.46	0.35	302.37	410.99	0.42	47.87	62.51	0.43	706.65	1081.13	0.4	85.83	106.72	0.45	496.52	739.26	0.4	22.88	40.72	0.36	38.65	50.83	0.43	24.51	47.16	0.34	90.92	121.21	0.43	603.82	870.23	0.41	161.78	285.85	0.36	574.09	735.98	0.44	431.13	727.34	0.37	0.411176471	0.399	0.012176471	0.818098615	1	N
XM_006516677.1	Eci2	chr13	-	1100.1	34977865	chr13:34977748-34978066	41.55	26.86	0.61	69.69	32.4	0.68	57.76	13.19	0.81	36.97	30.35	0.55	NA	NA	NA	414.06	295.25	0.58	213.57	102.71	0.68	65.11	43.58	0.6	177.21	69.09	0.72	101.06	49.73	0.67	284.61	143.64	0.66	187.24	194.34	0.49	NA	NA	NA	NA	NA	NA	NA	NA	NA	158.09	111	0.59	22.96	19.42	0.54	404.01	284.05	0.59	37.2	12.92	0.74	180.6	44.68	0.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	31.79	24.94	0.56	177.88	63.94	0.74	42.16	36.57	0.54	189.36	43.73	0.81	89.49	94.01	0.49	0.626428571	0.668571429	-0.042142857	0.06976733	0.514081477	N
XM_017315435.1	Prpf4b	chr13	+	721.2	34902733	chr13:34901998-34906064	34.01	16.7	0.67	37.23	20.19	0.65	45.54	6.48	0.88	22.41	14.6	0.61	NA	NA	NA	373.83	130.92	0.74	160.63	60.56	0.73	41.32	23.29	0.64	199.1	5.7	0.97	131.65	30.42	0.81	287.67	72.79	0.8	319.39	92.84	0.77	NA	NA	NA	NA	NA	NA	NA	NA	NA	150.24	19.82	0.88	26.31	4.12	0.86	518.62	17.69	0.97	33.02	8.48	0.8	170.22	87.68	0.66	NA	NA	NA	NA	NA	NA	NA	NA	NA	35.68	16.83	0.68	164.82	32.54	0.84	59.85	17.1	0.78	134.71	43.65	0.76	92.49	47.32	0.66	0.784285714	0.74	0.044285714	0.056962802	0.458825915	N
XM_017315439.1	Prpf4b	chr13	+	1242.7	34901594	chr13:34901393-34906064	38.24	26.45	0.59	45.04	52.99	0.46	48.37	51.15	0.49	26.49	16.77	0.61	NA	NA	NA	409.12	315.68	0.56	181.96	111.97	0.62	49.51	45.84	0.52	200.12	144.71	0.58	140.24	66.51	0.68	315.62	273.26	0.54	340.78	139.03	0.71	19.16	11.03	0.63	NA	NA	NA	NA	NA	NA	154.94	43.73	0.78	28.2	15.98	0.64	506.9	246.64	0.67	33.71	9.78	0.78	192.03	59.64	0.76	NA	NA	NA	NA	NA	NA	NA	NA	NA	39.48	15.81	0.71	169.59	114.71	0.6	64.8	35.13	0.65	145.33	97.6	0.6	106.11	74.11	0.59	0.605333333	0.67	-0.064666667	0.539876037	1	N
NM_013830.2	Prpf4b	chr13	+	1446.8	34901594	chr13:34901393-34902878	44.85	19.83	0.69	64.48	33.56	0.66	55.13	44.39	0.55	34.59	8.67	0.8	NA	NA	NA	504.39	220.41	0.7	235.39	58.54	0.8	68.25	27.1	0.72	202.19	142.64	0.59	162.52	44.23	0.79	380.88	208	0.65	384.26	95.55	0.8	21.25	8.95	0.7	NA	NA	NA	NA	NA	NA	163.95	34.71	0.83	32.67	11.51	0.74	476.1	277.45	0.63	36.56	6.92	0.84	236.29	15.39	0.94	NA	NA	NA	NA	NA	NA	NA	NA	NA	47.26	8.03	0.85	187.47	96.84	0.66	73.06	26.87	0.73	170.84	72.08	0.7	136.1	44.11	0.76	0.71	0.782857143	-0.072857143	0.121278316	0.675706406	N
NM_009450.2	Tubb2a	chr13	-	9998.6	34075209	chr13:34074278-34075528	154.98	0	1	204.06	0	1	120.61	0	1	116.5	0	1	47.46	0	1	1482.42	47.1	0.97	827.12	69.92	0.92	310.76	0	1	370.3	83.99	0.82	273.11	27.68	0.91	806.84	0	1	744.79	0	1	41.13	0	1	NA	NA	NA	NA	NA	NA	330.67	0	1	53.93	1.03	0.98	1218.95	0	1	127.89	0.75	0.99	673.5	0	1	33.35	0	1	66.36	0	1	60.2	0	1	169.59	1.39	0.99	535.59	0	1	178.93	0	1	503.31	0	1	474.79	0	1	0.975	0.998	-0.023	0.001430923	0.028416355	N
XM_011244299.1	Serpinb6a	chr13	-	2078.4	33918186	chr13:33917927-33918442	97.17	17.9	0.84	165.67	23.78	0.87	91.75	29.58	0.76	67.91	11.69	0.85	31.52	10.45	0.75	775.52	240.47	0.76	515.58	33.98	0.94	188.15	10.47	0.95	278.33	103.75	0.73	201.45	56.42	0.78	515.13	138.94	0.79	508.56	158.23	0.76	30.65	10.46	0.75	NA	NA	NA	NA	NA	NA	271.48	62.13	0.81	43.91	11.09	0.8	770.5	195.24	0.8	62.93	22.48	0.74	306.18	106.71	0.74	NA	NA	NA	35.56	0.92	0.97	NA	NA	NA	73.82	6.04	0.92	290.52	134.28	0.68	124.62	11.28	0.92	322.5	21.79	0.94	241.13	74.58	0.76	0.80875	0.83375	-0.025	0.831886787	1	N
NM_001243192.1	Serpinb6a	chr13	-	2089	33918186	chr13:33917918-33918442	95.76	19.32	0.83	164.66	24.79	0.87	91.02	30.32	0.75	67.11	12.49	0.84	31.31	10.66	0.75	768.66	247.33	0.76	512.93	36.63	0.93	187.61	11.01	0.94	275.38	106.69	0.72	200.91	56.96	0.78	510.62	143.45	0.78	505.03	161.76	0.76	30.15	10.96	0.73	NA	NA	NA	NA	NA	NA	267.59	66.02	0.8	43.64	11.36	0.79	766.89	198.86	0.79	62.1	23.3	0.73	305.84	107.05	0.74	NA	NA	NA	35.13	1.35	0.96	NA	NA	NA	73.44	6.42	0.92	288.33	136.47	0.68	123.87	12.03	0.91	320.08	24.2	0.93	238.61	77.09	0.76	0.80125	0.82875	-0.0275	0.833387404	1	N
NM_030215.3	Wrnip1	chr13	+	2290.9	32822334	chr13:32821884-32822610	34.52	46.25	0.43	67.55	67.55	0.5	50.53	32.3	0.61	31.25	30.51	0.51	NA	NA	NA	392.88	340.54	0.54	215.29	213.38	0.5	64.55	64.94	0.5	144.39	154.22	0.48	117.81	92.87	0.56	152.17	391.04	0.28	255.82	253.1	0.5	18.37	14.89	0.55	NA	NA	NA	NA	NA	NA	139.4	104.19	0.57	24.09	25.11	0.49	316.14	323.01	0.49	37.38	31.25	0.54	144.98	157.73	0.48	NA	NA	NA	14.92	20.95	0.42	NA	NA	NA	46.74	32.32	0.59	106.66	150.78	0.41	55.29	51.29	0.52	135.58	129.94	0.51	86.59	132.08	0.4	0.500666667	0.48375	0.016916667	0.844276226	1	N
XR_001780886.1	LOC105245415	chr13	+	0.1	32089374	chr13:32089173-32092787	62.95	0	1	121.09	0	1	57.32	0	1	32.51	0	1	NA	NA	NA	774.9	0	1	299.18	0	1	103.9	0	1	246.52	0	1	169.02	0	1	325.63	0	1	569.06	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	244.78	0	1	38.41	0	1	748.64	0	1	45.52	0	1	246.64	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	81.98	0	1	199.33	0	1	84.57	0	1	180.28	0	1	167.92	0.93	0.99	1	0.998571429	0.001428571	1	1	N
XR_873208.2	Gm35732	chr13	+	0	31992685	chr13:31989156-31997837	62.95	0	1	121.02	0	1	57.32	0	1	32.45	0	1	NA	NA	NA	774.9	0	1	299	0	1	103.84	0	1	246.52	0	1	169.02	0	1	325.63	0.15	1	569.06	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	244.78	0	1	38.41	0	1	748.64	0	1	45.52	0	1	243.33	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	81.94	0	1	199.33	0	1	84.57	0	1	180.28	0	1	167.84	0	1	1	1	0	1	1	N
NM_146041.2	Gmds	chr13	-	1414.7	31819750	chr13:31819586-31819978	32.76	57.08	0.36	28.12	92.86	0.23	29.86	34.88	0.46	20.57	32.41	0.39	NA	NA	NA	215.38	385.55	0.36	170.02	231.01	0.42	64.44	51.55	0.56	135.02	160.99	0.46	82.45	91.39	0.47	234.13	312.55	0.43	173.8	288.27	0.38	NA	NA	NA	NA	NA	NA	NA	NA	NA	67.09	162.13	0.29	17.88	24.6	0.42	351.21	518.84	0.4	22.65	35.12	0.39	93.49	149.42	0.38	NA	NA	NA	8.02	23.89	0.25	NA	NA	NA	17.48	42.68	0.29	83.79	135.54	0.38	48.09	57.75	0.45	90.29	141.15	0.39	56.78	110.05	0.34	0.402142857	0.35875	0.043392857	0.750538901	1	N
XM_006516656.2	Gmds	chr13	-	1428.1	31819750	chr13:31819583-31819978	32.3	57.53	0.36	27.8	93.18	0.23	29.33	35.4	0.45	20.33	32.64	0.38	NA	NA	NA	212.33	388.59	0.35	167.64	233.39	0.42	63.91	52.09	0.55	133.22	162.79	0.45	81.3	92.53	0.47	231.18	315.5	0.42	171.11	290.96	0.37	NA	NA	NA	NA	NA	NA	NA	NA	NA	66.15	163.07	0.29	17.64	24.84	0.42	348.02	522.04	0.4	22.4	35.37	0.39	92.19	150.72	0.38	NA	NA	NA	7.9	24.01	0.25	NA	NA	NA	17.28	42.88	0.29	82.66	136.67	0.38	47.48	58.36	0.45	89.11	142.33	0.39	55.84	110.98	0.33	0.397142857	0.3575	0.039642857	0.6717494	1	N
NM_025710.2	Uqcrfs1	chr13	-	7318.8	30540698	chr13:30540312-30541341	70.67	95.5	0.43	118.74	178.47	0.4	88.47	88.79	0.5	55.52	87.56	0.39	24.84	43.16	0.37	907.94	780.97	0.54	351.32	638.74	0.35	117.79	214.63	0.35	259.15	334.36	0.44	163.79	202.84	0.45	361.59	619.13	0.37	368.62	550.73	0.4	25.91	49.39	0.34	NA	NA	NA	14.81	17.95	0.45	222.7	302.66	0.42	34.33	60.1	0.36	560.61	875.85	0.39	61.59	73.72	0.46	321.33	412.5	0.44	21.97	24.11	0.48	24	51.69	0.32	17.22	40.7	0.3	62.35	110.26	0.36	250.2	383.11	0.4	98.92	141.91	0.41	281.38	359.17	0.44	208.36	356.31	0.37	0.408823529	0.398	0.010823529	0.721159306	1	N
XM_006516638.3	Scgn	chr13	-	90.5	23958654	chr13:23957986-23958855	525.84	4.08	0.99	709.12	0.36	1	536.06	0	1	379.74	0	1	207.02	0.75	1	3162.97	29.96	0.99	2069.41	18.27	0.99	823.86	2.2	1	1862	0	1	1090.34	15.33	0.99	2912.81	25.94	0.99	2396.04	7.19	1	183.08	1.97	0.99	54.18	0.38	0.99	68.87	1.34	0.98	2027.56	1.42	1	283.56	2.54	0.99	3557.97	25.68	0.99	195.05	1.42	0.99	947.85	8.4	0.99	50.34	0.54	0.99	87.88	1.05	0.99	52.87	0.01	1	237.17	1.33	0.99	384.91	9.3	0.98	332.02	6.31	0.98	859.03	4.35	0.99	291.92	0.06	1	0.993888889	0.99	0.003888889	0.452703271	1	N
NM_145399.1	Scgn	chr13	-	12953.9	23953745	chr13:23953456-23953984	386.24	162.75	0.7	665.34	211.68	0.76	478.46	178.51	0.73	317.34	169.47	0.65	162.92	71.62	0.69	2496.45	1204.73	0.67	1655.94	982.6	0.63	732.41	286.74	0.72	1575.14	621.23	0.72	774.25	512.76	0.6	2404.53	1078.61	0.69	1921.09	969.42	0.66	149.88	57.23	0.72	52.46	14.83	0.78	60.2	26.75	0.69	1695.71	569.14	0.75	227.63	129.84	0.64	2989.57	1220.29	0.71	166.07	89.57	0.65	928.84	326.9	0.74	40.77	25.54	0.61	71.92	41.85	0.63	41.5	17.94	0.7	224.25	105.4	0.68	308.29	116.02	0.73	319.67	110.84	0.74	687.97	387.21	0.64	330.77	120.97	0.73	0.695	0.685	0.01	0.683475627	1	N
NM_015786.3	Hist1h1c	chr13	+	180571.3	23739191	chr13:23738807-23739531	774.1	24.51	0.97	738.35	122.28	0.86	489.65	10.64	0.98	427.38	17.52	0.96	161.66	20.85	0.89	5439.48	53.89	0.99	2784.35	14.97	0.99	951.76	77.24	0.92	1431.56	124.84	0.92	1045.45	107.04	0.91	3458.89	279.49	0.93	2592.99	187.78	0.93	165.65	37.52	0.82	88.29	5.05	0.95	74.8	5.25	0.93	1498.25	48.3	0.97	272.61	26.97	0.91	5108.54	0	1	335.91	0	1	1458.4	118.51	0.92	135.82	2.41	0.98	190.09	11.05	0.95	199.23	12.85	0.94	489.43	25.25	0.95	1043.98	0	1	621.21	0	1	1209.59	65.93	0.95	1147.59	14.76	0.99	0.935	0.968	-0.033	0.640158545	1	N
NM_023422.3	Hist1h2bc	chr13	+	134935.7	23692377	chr13:23692176-23692480	65.09	329.45	0.16	130.82	490.49	0.21	133.51	280.91	0.32	79.3	281.3	0.22	32.95	112.68	0.23	869.06	2795.59	0.24	380.5	1504.31	0.2	164.75	595.01	0.22	474.61	1143.08	0.29	278.68	735.67	0.27	359.65	1678.69	0.18	442.2	1640.54	0.21	34.01	125.86	0.21	11.9	39.98	0.23	14.92	53.9	0.22	317.7	1116.64	0.22	52.5	165.46	0.24	788.74	2764.19	0.22	50.8	113.75	0.31	223.72	827.51	0.21	18.68	43.26	0.3	20.46	73.8	0.22	11.8	45.58	0.21	40.16	132.51	0.23	119.4	336.53	0.26	63.5	249.67	0.2	147.76	614.22	0.19	108.34	291.78	0.27	0.227222222	0.24	-0.012777778	1	1	N
NM_001290380.1	Hist1h2bc	chr13	+	138895.8	23684488	chr13:23684199-23684667	544.69	0	1	613.81	0	1	416.83	0	1	335.94	0	1	144.3	0	1	3302.38	0	1	1940.07	0	1	797.76	0	1	1374.99	0	1	833.83	0	1	2263.97	0	1	1879.87	0	1	138.32	0	1	61.38	0	1	59.34	0	1	1181.36	0	1	201.37	0	1	3037.57	0	1	197.46	0	1	844.72	0	1	46.64	0	1	62	0	1	48.31	0	1	177.73	0	1	401.41	0	1	271.63	0	1	678.89	0	1	380.84	0	1	1	1	0	1	1	N
NM_001013786.2	Zscan26	chr13	-	2946.7	21445619	chr13:21445240-21445829	79.72	25.93	0.75	105.06	25.82	0.8	103.4	10.13	0.91	64.73	5.82	0.92	NA	NA	NA	664.36	60.49	0.92	373.48	65.57	0.85	137.75	13.87	0.91	428.09	27.65	0.94	236.79	84.19	0.74	633.33	134.03	0.83	599.75	133.36	0.82	36.88	4.17	0.9	NA	NA	NA	NA	NA	NA	282.01	98.37	0.74	49.33	20.02	0.71	862.3	132.83	0.87	60.3	12.64	0.83	362.94	40.76	0.9	NA	NA	NA	39.28	8.19	0.83	31.11	0.15	1	82.46	16.43	0.83	240.69	60.73	0.8	132.77	7.34	0.95	287.63	100.62	0.74	180.3	53.9	0.77	0.840666667	0.85	-0.009333333	0.543401839	1	N
XM_011244318.2	Zscan26	chr13	-	2946.7	21445619	chr13:21445240-21445829	79.72	25.93	0.75	105.06	25.82	0.8	103.4	10.13	0.91	64.73	5.82	0.92	NA	NA	NA	664.36	60.49	0.92	373.48	65.57	0.85	137.75	13.87	0.91	428.09	27.65	0.94	236.79	84.19	0.74	633.33	134.03	0.83	599.75	133.36	0.82	36.88	4.17	0.9	NA	NA	NA	NA	NA	NA	282.01	98.37	0.74	49.33	20.02	0.71	862.3	132.83	0.87	60.3	12.64	0.83	362.94	40.76	0.9	NA	NA	NA	39.28	8.19	0.83	31.11	0.15	1	82.46	16.43	0.83	240.69	60.73	0.8	132.77	7.34	0.95	287.63	100.62	0.74	180.3	53.9	0.77	0.840666667	0.85	-0.009333333	0.543401839	1	N
XM_006516792.2	Zkscan3	chr13	-	2064.3	21388503	chr13:21387004-21388706	48.65	34.45	0.59	72.65	46.98	0.61	58.89	21.14	0.74	33.18	20.6	0.62	NA	NA	NA	296.88	197.29	0.6	189.35	149.95	0.56	73.46	32.82	0.69	255.56	173.16	0.6	159.03	57.18	0.74	334.15	369.95	0.47	320.05	225.43	0.59	20.27	15.79	0.56	NA	NA	NA	NA	NA	NA	173.15	108.79	0.61	29.31	24.16	0.55	452.39	340.04	0.57	41.8	36.16	0.54	232.54	176.23	0.57	NA	NA	NA	NA	NA	NA	NA	NA	NA	43.45	31.36	0.58	172.93	106.92	0.62	69.18	59.89	0.54	180.97	101.14	0.64	152.28	77.56	0.66	0.606666667	0.592857143	0.013809524	0.645838454	1	N
NM_009054.3	Trim27	chr13	+	1592.7	21192732	chr13:21192030-21194723	1.79	59.73	0.03	3.93	102.7	0.04	2.2	61.18	0.03	1.32	47.4	0.03	NA	NA	NA	16.87	477.8	0.03	8.45	284.96	0.03	2.84	94.85	0.03	6.16	192.35	0.03	4.04	138.68	0.03	13.59	336.51	0.04	14.35	352.09	0.04	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.6	186.82	0.03	1.2	30.87	0.04	15.56	512.88	0.03	1.93	53.6	0.03	13.37	272.97	0.05	NA	NA	NA	1.06	31.61	0.03	NA	NA	NA	2.37	65.67	0.03	8.39	341.12	0.02	5.43	122.29	0.04	10.55	271.51	0.04	7.09	275.05	0.03	0.032857143	0.03375	-0.000892857	1	1	N
XM_006516606.3	Trim27	chr13	+	1763.2	21192231	chr13:21192030-21192864	57.54	19.06	0.75	97.19	41.05	0.7	58.01	21.03	0.73	43.83	20.26	0.68	NA	NA	NA	424.17	259.75	0.62	266.57	108.42	0.71	89	34.78	0.72	180.5	64.47	0.74	131.5	50.98	0.72	307.64	162.84	0.65	305.02	230.13	0.57	24.77	9.58	0.72	NA	NA	NA	NA	NA	NA	171.15	80.07	0.68	30.79	6.5	0.83	486.2	185.77	0.72	50.72	17.74	0.74	241.73	168.35	0.59	NA	NA	NA	30.85	8.2	0.79	20.72	13.07	0.61	61.6	26.35	0.7	321.94	120.23	0.73	114.04	56.34	0.67	252.57	112.95	0.69	248.83	128.91	0.66	0.702666667	0.686666667	0.016	1	1	N
XR_001780755.1	Trim27	chr13	+	984.8	21192231	chr13:21192030-21192328	63.98	12.62	0.84	117.81	20.44	0.85	56	23.03	0.71	42.77	21.33	0.67	NA	NA	NA	405.51	278.4	0.59	240.86	134.12	0.64	103.34	20.44	0.83	130.11	114.86	0.53	187.15	0	1	236.68	233.8	0.5	348.55	186.6	0.65	31.97	2.39	0.93	NA	NA	NA	NA	NA	NA	212.48	38.74	0.85	33.71	3.58	0.9	519.25	152.72	0.77	54.47	13.98	0.8	269.6	140.49	0.66	NA	NA	NA	25.27	13.78	0.65	26.92	6.87	0.8	76.83	11.12	0.87	343.51	98.67	0.78	137.17	33.22	0.81	286.24	79.27	0.78	289.82	87.92	0.77	0.750666667	0.768888889	-0.018222222	0.103376267	0.629725861	N
XM_006516801.2	Stard3nl	chr13	-	13.7	19365104	chr13:19364955-19365345	61.76	1.91	0.97	80.31	0	1	42.99	1.19	0.97	50.23	0.63	0.99	NA	NA	NA	381.91	9.46	0.98	280.02	2.55	0.99	74.53	0.92	0.99	196.26	0	1	114.41	0.3	1	467.51	2.19	1	278.84	18.19	0.94	NA	NA	NA	NA	NA	NA	NA	NA	NA	177.17	1.3	0.99	NA	NA	NA	406.3	5.55	0.99	38.23	0.39	0.99	245.44	4.19	0.98	NA	NA	NA	NA	NA	NA	NA	NA	NA	40.21	0.88	0.98	217.68	5.15	0.98	89.54	1.78	0.98	203.75	2.96	0.99	181.86	2.97	0.98	0.985384615	0.982857143	0.002527473	1	1	N
NM_024270.3	Stard3nl	chr13	-	863.2	19357887	chr13:19357676-19358129	14.16	26.63	0.35	22.31	58.28	0.28	23.73	28.73	0.45	NA	NA	NA	NA	NA	NA	164.07	331.03	0.33	63.09	119.86	0.34	27.91	49.64	0.36	50.51	140.04	0.27	58.23	54.48	0.52	94.54	195.39	0.33	121.66	129.89	0.48	NA	NA	NA	NA	NA	NA	NA	NA	NA	65.99	100.78	0.4	NA	NA	NA	139.77	289.3	0.33	18.67	24.92	0.43	52.1	139.5	0.27	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.12	25.42	0.43	50.38	145.58	0.26	23.58	29.76	0.44	51	114.09	0.31	62.42	81.62	0.43	0.37	0.367142857	0.002857143	0.627752782	1	N
NM_172120.4	Vps41	chr13	+	1283.6	18866382	chr13:18866120-18866811	54.24	18.34	0.75	77.15	24.72	0.76	56.35	21.13	0.73	42.49	10.29	0.81	NA	NA	NA	436.02	0	1	221.82	86.62	0.72	99.07	23.34	0.81	256.99	80.31	0.76	140	29.89	0.82	367.61	39.89	0.9	311.28	116	0.73	26.46	5.82	0.82	NA	NA	NA	NA	NA	NA	184.92	40.42	0.82	33.56	6.25	0.84	445.27	258.87	0.63	48.52	14.99	0.76	200.99	53.69	0.79	NA	NA	NA	NA	NA	NA	NA	NA	NA	42.66	12.84	0.77	210.6	5.54	0.97	67.61	17.88	0.79	173.43	36.55	0.83	121.37	37.91	0.76	0.793333333	0.81	-0.016666667	0.293038036	0.978804277	N
NM_019491.5	Rala	chr13	-	1252.1	17882300	chr13:17880575-17882501	22.32	17.18	0.57	46.89	24.97	0.65	24.39	16.85	0.59	NA	NA	NA	NA	NA	NA	198.83	175.82	0.53	119.55	83.52	0.59	35.62	35.06	0.5	116.55	34.9	0.77	77.78	25.86	0.75	152.35	34.81	0.81	168.42	50.21	0.77	NA	NA	NA	NA	NA	NA	NA	NA	NA	72.89	69.58	0.51	NA	NA	NA	212.4	163.97	0.56	20.43	11.62	0.64	113.7	68.83	0.62	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.17	17.47	0.56	94.59	72.87	0.56	38.32	17.32	0.69	94.03	58.79	0.62	74.64	75.08	0.5	0.633333333	0.598571429	0.034761905	0.612915969	1	N
NM_008944.2	Psma2	chr13	+	29275.7	14625550	chr13:14625349-14625673	4.69	83.94	0.05	10.74	160.03	0.06	6.64	108.49	0.06	4.82	79.67	0.06	3.42	34.08	0.09	73.56	800	0.08	23.4	551.52	0.04	9.46	165.57	0.05	13.11	379.36	0.03	19.75	183.01	0.1	37.89	470.28	0.07	18.97	586.94	0.03	2.82	36.99	0.07	NA	NA	NA	NA	NA	NA	32.97	298.86	0.1	3.6	48.88	0.07	43.87	811.86	0.05	6.95	81.84	0.08	28.69	569.34	0.05	NA	NA	NA	5.13	39.85	0.11	NA	NA	NA	10.08	95.71	0.1	33.42	583.23	0.05	13.12	202.9	0.06	29.32	545.37	0.05	33.32	458.81	0.07	0.063125	0.07125	-0.008125	1	1	N
NM_001302997.1	Gng4	chr13	+	12345.8	13825448	chr13:13825247-13827895	168.32	68.78	0.71	302.22	80.4	0.79	199.84	41.6	0.83	139.53	36.45	0.79	55.42	10.64	0.84	1443.31	185.09	0.89	862.04	136.39	0.86	290.98	98.18	0.75	742.69	99.03	0.88	395.4	119.3	0.77	1171.77	321.14	0.78	1106.24	22.33	0.98	74.19	10.56	0.88	21.15	14.32	0.6	28.54	2.32	0.92	709.57	78.22	0.9	104.24	25.27	0.8	1522.98	338.79	0.82	102.1	46.88	0.69	549.98	0	1	NA	NA	NA	52.97	7.65	0.87	38.65	5.22	0.88	133.6	2.99	0.98	236.92	62.43	0.79	185.37	61.91	0.75	422.59	141.11	0.75	220.96	37.1	0.86	0.821666667	0.841111111	-0.019444444	0.917674329	1	N
XR_873139.1	Gm2423	chr13	-	608771.5	13232556	chr13:13231493-13232963	281.71	391.48	0.42	543.76	318.21	0.63	361.37	126.95	0.74	232.85	112.15	0.67	97.9	34.44	0.74	3187.7	1477.68	0.68	1718.52	887.14	0.66	551.61	376.36	0.59	1257.33	524.4	0.71	832.01	373.52	0.69	1834.04	1226.12	0.6	1931.1	797.79	0.71	120.99	63.45	0.66	34.5	38.48	0.47	51.38	20.1	0.72	1072.81	529.84	0.67	167.37	82.64	0.67	2667.16	1564.28	0.63	253.6	204.63	0.55	1410.62	526.28	0.73	67.69	31.31	0.68	128.9	45.44	0.74	87.88	39.45	0.69	332.07	106.32	0.76	924.3	423.58	0.69	464.34	218.68	0.68	1014.55	477.35	0.68	787.09	322.01	0.71	0.647777778	0.691	-0.043222222	0.053174323	0.442880005	N
NR_003568.1	Gpr137b-ps	chr13	-	844.1	12615594	chr13:12614065-12615849	94.09	9.67	0.91	204.16	19.21	0.91	101.51	13.66	0.88	68.74	9.24	0.88	NA	NA	NA	1139.43	102.12	0.92	650.11	89.51	0.88	179.45	22.92	0.89	520.63	74.57	0.87	344.82	37.31	0.9	730.92	145.42	0.83	891.25	93.16	0.91	36.67	9.87	0.79	NA	NA	NA	NA	NA	NA	363.31	54.64	0.87	52.08	11.22	0.82	1287.23	135.46	0.9	77.28	22.56	0.77	323.29	89.57	0.78	NA	NA	NA	47.4	3.24	0.94	NA	NA	NA	119.54	12.47	0.91	208.32	123.89	0.63	120.99	15.19	0.89	270.69	104.87	0.72	196.13	106.81	0.65	0.877333333	0.78625	0.091083333	9.66E-07	3.96E-05	N
